# Tier1_sims (Up to date)
# 1243 data points written for 11 variables.
# Simulation warnings:
#   Recovery device deployment at high speed (32.3 m/s):  "Pilot Parachute"
#
# Time (s),Angle of attack (°),CP location (in),CG location (in),Stability margin calibers (​),Drag coefficient (​),Normal force coefficient (​),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​)
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,NaN,92.052,NaN,1.777,NaN,1013.25,0.001,340.389,0
0.004,0,NaN,92.049,NaN,1.777,NaN,1013.25,0.001,340.389,0
0.008,0,NaN,92.047,NaN,1.427,NaN,1013.25,0.001,340.389,0
0.011,0,NaN,92.045,NaN,1.142,NaN,1013.25,0.001,340.389,0.001
0.015,0,NaN,92.038,NaN,0.97,NaN,1013.25,0.001,340.389,0.001
0.019,0,NaN,92.032,NaN,0.877,NaN,1013.25,0.001,340.389,0.002
0.023,0,NaN,92.025,NaN,0.816,NaN,1013.249,0.001,340.389,0.003
0.024,0,NaN,92.023,NaN,0.803,NaN,1013.249,0.001,340.389,0.003
0.026,0,NaN,92.02,NaN,0.786,NaN,1013.249,0.001,340.389,0.003
0.028,0,NaN,92.015,NaN,0.765,NaN,1013.249,0.001,340.389,0.004
0.031,0,NaN,92.007,NaN,0.738,NaN,1013.248,0.001,340.389,0.004
# Event LIFTOFF occurred at t=0.035 seconds
0.035,0,NaN,91.998,NaN,0.713,NaN,1013.247,0.001,340.389,0.005
0.037,0,NaN,91.993,NaN,0.703,NaN,1013.247,0.001,340.389,0.006
0.04,0,NaN,91.986,NaN,0.69,NaN,1013.246,0.001,340.389,0.007
0.044,0,NaN,91.976,NaN,0.673,NaN,1013.245,0.001,340.389,0.008
0.048,0,NaN,91.965,NaN,0.66,NaN,1013.244,0.001,340.389,0.009
0.05,0,NaN,91.96,NaN,0.653,NaN,1013.243,0.001,340.389,0.009
0.053,0,NaN,91.951,NaN,0.644,NaN,1013.242,0.001,340.389,0.01
0.057,0,NaN,91.94,NaN,0.634,NaN,1013.24,0.001,340.389,0.012
0.061,0,NaN,91.93,NaN,0.625,NaN,1013.238,0.001,340.388,0.013
0.065,0,NaN,91.919,NaN,0.617,NaN,1013.236,0.001,340.388,0.014
0.069,0,NaN,91.908,NaN,0.61,NaN,1013.234,0.001,340.388,0.015
0.073,0,NaN,91.898,NaN,0.604,NaN,1013.231,0.001,340.388,0.016
0.077,0,NaN,91.887,NaN,0.598,NaN,1013.228,0.001,340.388,0.017
0.081,0,NaN,91.876,NaN,0.593,NaN,1013.226,0.001,340.388,0.018
0.085,0,NaN,91.865,NaN,0.588,NaN,1013.223,0.001,340.388,0.02
0.089,0,NaN,91.855,NaN,0.584,NaN,1013.219,0.001,340.388,0.021
0.093,0,NaN,91.844,NaN,0.579,NaN,1013.216,0.001,340.388,0.022
0.097,0,NaN,91.833,NaN,0.576,NaN,1013.212,0.001,340.388,0.023
0.1,0,NaN,91.826,NaN,0.573,NaN,1013.21,0.001,340.388,0.024
0.104,0,NaN,91.815,NaN,0.569,NaN,1013.206,0.001,340.387,0.025
0.108,0,NaN,91.804,NaN,0.566,NaN,1013.202,0.001,340.387,0.026
0.112,0,NaN,91.794,NaN,0.563,NaN,1013.198,0.001,340.387,0.027
0.116,0,NaN,91.783,NaN,0.56,NaN,1013.193,0.001,340.387,0.028
0.12,0,NaN,91.772,NaN,0.557,NaN,1013.189,0.001,340.387,0.03
0.124,0,NaN,91.761,NaN,0.554,NaN,1013.184,0.001,340.387,0.031
0.128,0,NaN,91.75,NaN,0.552,NaN,1013.179,0.001,340.387,0.032
0.132,0,NaN,91.74,NaN,0.549,NaN,1013.174,0.001,340.386,0.033
0.136,0,NaN,91.729,NaN,0.547,NaN,1013.168,0.001,340.386,0.034
0.14,0,NaN,91.718,NaN,0.545,NaN,1013.163,0.001,340.386,0.035
0.144,0,NaN,91.707,NaN,0.543,NaN,1013.157,0.001,340.386,0.036
0.148,0,NaN,91.696,NaN,0.541,NaN,1013.151,0.001,340.386,0.038
0.15,0,NaN,91.691,NaN,0.541,NaN,1013.148,0.001,340.385,0.038
0.153,0,NaN,91.683,NaN,0.541,NaN,1013.143,0.001,340.385,0.039
0.157,0,NaN,91.672,NaN,0.541,NaN,1013.137,0.001,340.385,0.04
# Event LAUNCHROD occurred at t=0.161 seconds
0.161,0,107.566,91.661,2.599,0.541,0,1013.131,0.001,340.385,0.041
0.167,0,107.567,91.645,2.602,0.541,0,1013.121,0.001,340.385,0.043
0.176,0,107.567,91.621,2.606,0.541,0,1013.105,0.001,340.384,0.046
0.189,0,107.567,91.585,2.611,0.541,0,1013.079,0.001,340.383,0.049
0.2,0,107.567,91.556,2.616,0.541,0,1013.058,0.001,340.382,0.052
0.216,0,107.567,91.514,2.623,0.541,0,1013.023,0.001,340.381,0.057
0.236,0,107.568,91.461,2.632,0.541,0,1012.975,0.001,340.38,0.063
0.25,0.001,107.568,91.423,2.638,0.541,0,1012.939,0.001,340.378,0.067
0.27,0.001,107.569,91.369,2.647,0.541,0,1012.883,0.001,340.377,0.072
0.29,0.001,107.57,91.316,2.656,0.541,0,1012.823,0.001,340.375,0.078
0.3,0.001,107.57,91.289,2.66,0.541,0,1012.792,0.001,340.374,0.081
0.315,0.001,107.571,91.248,2.667,0.542,0,1012.742,0.001,340.372,0.085
0.335,0.001,107.572,91.193,2.676,0.542,0,1012.672,0.001,340.369,0.091
0.35,0.001,107.573,91.152,2.683,0.542,0,1012.616,0.001,340.368,0.095
0.37,0.001,107.574,91.095,2.693,0.542,0,1012.538,0.001,340.365,0.101
0.39,0.001,107.575,91.039,2.702,0.542,0,1012.455,0.001,340.362,0.107
0.4,0.001,107.576,91.01,2.707,0.542,0,1012.411,0.001,340.361,0.11
0.415,0.001,107.577,90.965,2.714,0.542,0,1012.344,0.001,340.358,0.115
0.435,0.001,107.578,90.904,2.725,0.542,0,1012.25,0.001,340.355,0.121
0.455,0.001,107.58,90.843,2.735,0.543,0,1012.151,0.001,340.352,0.127
0.475,0.001,107.582,90.782,2.745,0.543,0,1012.047,0.001,340.348,0.134
0.495,0.002,107.584,90.721,2.755,0.543,0,1011.937,0.001,340.345,0.141
0.5,0.002,107.584,90.705,2.758,0.543,0,1011.909,0.001,340.344,0.142
0.507,0.002,107.585,90.681,2.762,0.543,0,1011.866,0.001,340.342,0.145
0.519,0.002,107.586,90.644,2.768,0.543,0,1011.8,0.001,340.34,0.149
0.536,0.002,107.588,90.588,2.778,0.543,0,1011.698,0.001,340.337,0.154
0.556,0.002,107.591,90.522,2.789,0.544,0,1011.572,0.001,340.333,0.161
0.576,0.002,107.593,90.456,2.8,0.544,0,1011.44,0.001,340.328,0.168
0.596,0.002,107.596,90.39,2.811,0.544,0,1011.303,0.001,340.324,0.175
0.6,0.002,107.596,90.375,2.814,0.544,0,1011.272,0.001,340.322,0.177
0.607,0.002,107.597,90.353,2.818,0.544,0,1011.226,0.001,340.321,0.179
0.616,0.002,107.599,90.319,2.824,0.544,0,1011.154,0.001,340.319,0.183
0.631,0.002,107.601,90.268,2.832,0.545,0,1011.045,0.001,340.315,0.188
0.651,0.002,107.604,90.2,2.844,0.545,0,1010.892,0.001,340.31,0.195
0.671,0.002,107.607,90.131,2.856,0.545,0,1010.733,0.001,340.304,0.203
0.691,0.002,107.61,90.062,2.867,0.546,0,1010.568,0.001,340.299,0.21
0.7,0.002,107.612,90.031,2.873,0.546,0,1010.494,0.001,340.296,0.213
0.713,0.002,107.614,89.985,2.881,0.546,0,1010.38,0.001,340.293,0.218
0.733,0.002,107.618,89.916,2.892,0.546,0,1010.205,0.001,340.287,0.225
0.753,0.002,107.621,89.846,2.905,0.547,0,1010.022,0.001,340.28,0.232
0.773,0.002,107.625,89.776,2.917,0.547,0,1009.834,0.001,340.274,0.239
0.793,0.002,107.63,89.705,2.929,0.547,0,1009.64,0.001,340.268,0.247
0.8,0.002,107.631,89.681,2.933,0.548,0,1009.572,0.001,340.265,0.249
0.81,0.002,107.633,89.645,2.939,0.548,0,1009.468,0.001,340.262,0.253
0.826,0.002,107.636,89.59,2.949,0.548,0,1009.31,0.001,340.257,0.259
0.846,0.002,107.641,89.519,2.961,0.548,0,1009.1,0.001,340.25,0.266
0.866,0.002,107.646,89.447,2.974,0.549,0,1008.885,0.001,340.242,0.273
0.886,0.002,107.65,89.376,2.986,0.549,0,1008.664,0.001,340.235,0.281
0.9,0.002,107.654,89.325,2.995,0.55,0,1008.504,0.001,340.23,0.286
0.92,0.002,107.659,89.254,3.007,0.55,0,1008.273,0.001,340.222,0.293
0.94,0.002,107.664,89.182,3.02,0.551,0,1008.037,0.001,340.214,0.3
0.96,0.002,107.669,89.11,3.033,0.551,0,1007.794,0.001,340.206,0.308
0.98,0.002,107.675,89.038,3.045,0.552,0,1007.546,0.001,340.197,0.315
1,0.002,107.68,88.965,3.058,0.552,0,1007.291,0.001,340.189,0.322
1.02,0.002,107.686,88.894,3.071,0.553,0,1007.031,0.001,340.18,0.329
1.04,0.002,107.692,88.823,3.083,0.553,0,1006.766,0.001,340.171,0.337
1.06,0.001,107.698,88.752,3.096,0.554,0,1006.494,0.001,340.162,0.344
1.08,0.001,107.704,88.68,3.108,0.554,0,1006.217,0.001,340.153,0.351
1.1,0.001,107.71,88.608,3.121,0.555,0,1005.934,0.001,340.143,0.358
1.12,0.001,107.716,88.54,3.133,0.555,0,1005.646,0.001,340.134,0.365
1.14,0.001,107.722,88.471,3.146,0.556,0,1005.352,0.001,340.124,0.372
1.16,0.001,107.728,88.402,3.158,0.556,0,1005.053,0.001,340.114,0.378
1.18,0.001,107.734,88.333,3.17,0.557,0,1004.749,0.001,340.103,0.385
1.186,0.001,107.736,88.312,3.174,0.557,0,1004.656,0.001,340.1,0.387
1.195,0,107.739,88.284,3.179,0.557,0,1004.517,0.001,340.096,0.39
1.208,0,107.743,88.241,3.187,0.558,0,1004.306,0.001,340.089,0.394
1.227,0,107.748,88.183,3.197,0.558,0,1004.013,0.001,340.079,0.399
1.247,0,107.754,88.126,3.207,0.559,0,1003.692,0.001,340.068,0.405
1.267,0,107.759,88.069,3.217,0.559,0,1003.367,0.001,340.057,0.41
1.27,0,107.759,88.061,3.219,0.559,0,1003.318,0.001,340.055,0.411
1.274,0,107.761,88.048,3.221,0.559,0,1003.244,0.001,340.053,0.412
1.281,0,107.762,88.03,3.224,0.559,0,1003.133,0.001,340.049,0.414
1.291,0,107.764,88.003,3.229,0.56,0,1002.965,0.001,340.043,0.416
1.3,0,107.766,87.98,3.233,0.56,0,1002.822,0.001,340.039,0.418
1.313,0,107.769,87.947,3.239,0.56,0,1002.605,0.001,340.031,0.421
1.332,0,107.773,87.898,3.248,0.561,0,1002.277,0.001,340.02,0.426
1.352,0.001,107.778,87.848,3.257,0.561,0,1001.936,0.001,340.009,0.431
1.372,0.001,107.782,87.797,3.266,0.561,0,1001.59,0.001,339.997,0.435
1.392,0.001,107.787,87.746,3.275,0.562,0,1001.241,0.001,339.986,0.44
1.4,0.001,107.788,87.726,3.278,0.562,0,1001.107,0.001,339.981,0.441
1.411,0.001,107.791,87.699,3.283,0.562,0,1000.904,0.001,339.974,0.444
1.429,0.001,107.794,87.658,3.29,0.563,0,1000.598,0.001,339.964,0.448
1.449,0.001,107.799,87.61,3.299,0.563,0,1000.239,0.001,339.952,0.452
1.469,0.001,107.803,87.563,3.307,0.563,0,999.878,0.001,339.94,0.456
1.489,0.001,107.808,87.515,3.316,0.564,0,999.512,0.001,339.928,0.46
1.5,0.001,107.81,87.488,3.321,0.564,0,999.305,0.001,339.921,0.462
1.517,0.001,107.814,87.449,3.328,0.564,0,998.991,0.001,339.91,0.466
1.537,0.001,107.818,87.404,3.336,0.565,0,998.618,0.001,339.897,0.47
1.557,0.001,107.823,87.358,3.344,0.565,0,998.242,0.001,339.885,0.474
1.577,0.001,107.827,87.312,3.352,0.566,0,997.863,0.001,339.872,0.478
1.597,0.001,107.831,87.267,3.36,0.566,0,997.481,0.001,339.859,0.481
1.6,0.001,107.832,87.26,3.362,0.566,0,997.422,0.001,339.857,0.482
1.605,0.001,107.833,87.25,3.363,0.566,0,997.333,0.001,339.854,0.483
1.611,0.001,107.835,87.235,3.366,0.566,0,997.2,0.001,339.85,0.484
1.622,0.001,107.837,87.212,3.37,0.567,0,997,0.001,339.843,0.486
1.637,0.001,107.841,87.178,3.376,0.567,0,996.698,0.001,339.833,0.489
1.657,0,107.845,87.135,3.384,0.567,0,996.307,0.001,339.82,0.493
1.677,0,107.85,87.091,3.392,0.568,0,995.913,0.001,339.807,0.496
1.697,0,107.854,87.047,3.4,0.568,0,995.516,0.001,339.793,0.5
1.7,0,107.854,87.042,3.401,0.568,0,995.463,0.001,339.792,0.5
1.704,0,107.855,87.033,3.402,0.568,0,995.385,0.001,339.789,0.501
1.71,0,107.857,87.021,3.404,0.568,0,995.267,0.001,339.785,0.502
1.719,0,107.858,87.003,3.408,0.568,0,995.089,0.001,339.779,0.504
1.732,0,107.861,86.975,3.413,0.569,0,994.821,0.001,339.77,0.506
1.752,0,107.865,86.933,3.42,0.569,0,994.418,0.001,339.756,0.509
1.772,0,107.869,86.892,3.428,0.569,0,994.01,0.001,339.743,0.513
1.792,0.001,107.873,86.85,3.435,0.57,0,993.6,0.001,339.729,0.516
1.8,0.001,107.875,86.833,3.438,0.57,0,993.435,0.001,339.723,0.517
1.812,0.001,107.877,86.809,3.443,0.57,0,993.187,0.001,339.715,0.519
1.83,0.001,107.881,86.772,3.449,0.571,0,992.813,0.001,339.703,0.522
1.85,0.001,107.885,86.732,3.456,0.571,0,992.396,0.001,339.689,0.525
1.87,0.001,107.89,86.691,3.464,0.571,0,991.976,0.001,339.674,0.529
1.89,0.001,107.894,86.65,3.471,0.572,0,991.553,0.001,339.66,0.532
1.9,0.001,107.897,86.63,3.475,0.572,0,991.342,0.001,339.653,0.533
1.915,0.001,107.9,86.6,3.48,0.572,0,991.024,0.001,339.642,0.536
1.935,0.001,107.905,86.56,3.488,0.573,0,990.596,0.001,339.628,0.539
1.955,0.001,107.91,86.52,3.495,0.573,0,990.165,0.001,339.614,0.542
1.975,0.001,107.915,86.48,3.502,0.573,0,989.732,0.001,339.599,0.545
1.995,0.001,107.92,86.44,3.51,0.574,0,989.297,0.001,339.584,0.548
2,0.001,107.921,86.43,3.512,0.574,0,989.186,0.001,339.581,0.549
2.008,0.001,107.923,86.415,3.514,0.574,0,989.02,0.001,339.575,0.55
2.019,0.001,107.926,86.393,3.518,0.574,0,988.77,0.001,339.567,0.552
2.036,0,107.93,86.359,3.525,0.574,0,988.393,0.001,339.554,0.554
2.048,0,107.933,86.336,3.529,0.575,0,988.13,0.001,339.545,0.556
2.066,0,107.938,86.303,3.535,0.575,0,987.733,0.001,339.532,0.559
2.084,0,107.942,86.269,3.541,0.575,0,987.329,0.001,339.518,0.561
2.102,0,107.945,86.239,3.547,0.575,0,986.926,0.001,339.505,0.563
2.122,0,107.948,86.213,3.551,0.576,0,986.477,0.001,339.49,0.565
2.134,0,107.949,86.198,3.554,0.576,0,986.207,0.001,339.481,0.566
2.152,0,107.95,86.183,3.557,0.576,0,985.801,0.001,339.467,0.566
2.172,0,107.951,86.167,3.559,0.576,0,985.35,0.001,339.452,0.567
2.186,0.001,107.951,86.156,3.561,0.576,0,985.034,0.001,339.441,0.567
2.206,0.001,107.951,86.147,3.563,0.576,0,984.582,0.001,339.426,0.567
2.226,0.001,107.95,86.138,3.564,0.576,0,984.131,0.001,339.411,0.567
2.237,0.001,107.949,86.133,3.565,0.576,0,983.883,0.001,339.403,0.566
2.254,0.001,107.948,86.129,3.565,0.576,0,983.511,0.001,339.39,0.566
2.274,0.001,107.947,86.125,3.566,0.576,0,983.061,0.001,339.375,0.565
2.294,0.001,107.946,86.121,3.566,0.576,0,982.612,0.001,339.36,0.564
2.3,0.001,107.945,86.119,3.566,0.576,0,982.466,0.001,339.355,0.564
2.31,0.001,107.945,86.119,3.566,0.575,0,982.247,0.001,339.348,0.563
2.324,0.001,107.943,86.118,3.566,0.575,0,981.919,0.001,339.337,0.563
2.344,0.001,107.942,86.117,3.566,0.575,0,981.472,0.001,339.322,0.562
2.364,0,107.94,86.115,3.566,0.575,0,981.025,0.001,339.307,0.561
2.384,0,107.938,86.114,3.566,0.575,0,980.58,0.001,339.292,0.559
# Event BURNOUT occurred at t=2.4 seconds
# Event EJECTION_CHARGE occurred at t=2.4 seconds
2.4,0,107.937,86.113,3.566,0.575,0,980.232,0.001,339.28,0.559
2.42,0,107.935,86.113,3.566,0.575,0,979.788,0.001,339.265,0.557
2.44,0,107.933,86.113,3.565,0.575,0,979.345,0.001,339.25,0.556
2.46,0,107.932,86.113,3.565,0.574,0,978.903,0.001,339.235,0.555
2.48,0,107.93,86.113,3.565,0.574,0,978.462,0.001,339.221,0.554
2.5,0,107.928,86.113,3.565,0.574,0,978.022,0.001,339.206,0.553
2.52,0,107.926,86.113,3.564,0.574,0,977.583,0.001,339.191,0.551
2.54,0,107.924,86.113,3.564,0.574,0,977.144,0.001,339.176,0.55
2.56,0,107.922,86.113,3.564,0.574,0,976.707,0.001,339.162,0.549
2.58,0,107.92,86.113,3.563,0.574,0,976.271,0.001,339.147,0.548
2.6,0,107.918,86.113,3.563,0.573,0,975.835,0.001,339.132,0.547
2.62,0,107.916,86.113,3.563,0.573,0,975.401,0.001,339.118,0.546
2.64,0,107.915,86.113,3.562,0.573,0,974.967,0.001,339.103,0.544
2.66,0,107.913,86.113,3.562,0.573,0,974.535,0.001,339.089,0.543
2.68,0,107.911,86.113,3.562,0.573,0,974.103,0.001,339.074,0.542
2.7,0,107.909,86.113,3.561,0.573,0,973.673,0.001,339.06,0.541
2.72,0,107.907,86.113,3.561,0.573,0,973.243,0.001,339.045,0.54
2.74,0,107.906,86.113,3.561,0.572,0,972.814,0.001,339.031,0.539
2.76,0,107.904,86.113,3.561,0.572,0,972.386,0.001,339.016,0.537
2.78,0,107.902,86.113,3.56,0.572,0,971.959,0.001,339.002,0.536
2.8,0,107.901,86.113,3.56,0.572,0,971.533,0.001,338.988,0.535
2.82,0,107.899,86.113,3.56,0.572,0,971.108,0.001,338.974,0.534
2.84,0,107.897,86.113,3.56,0.572,0,970.684,0.001,338.959,0.533
2.86,0,107.896,86.113,3.559,0.572,0,970.261,0.001,338.945,0.532
2.88,0,107.894,86.113,3.559,0.572,0,969.838,0.001,338.931,0.531
2.9,0,107.892,86.113,3.559,0.571,0,969.417,0.001,338.917,0.53
2.92,0,107.891,86.113,3.558,0.571,0,968.997,0.001,338.903,0.528
2.94,0,107.889,86.113,3.558,0.571,0,968.577,0.001,338.889,0.527
2.96,0,107.888,86.113,3.558,0.571,0,968.158,0.001,338.874,0.526
2.98,0,107.886,86.113,3.558,0.571,0,967.74,0.001,338.86,0.525
3,0,107.884,86.113,3.557,0.571,0,967.324,0.001,338.846,0.524
3.02,0,107.883,86.113,3.557,0.571,0,966.908,0.001,338.832,0.523
3.04,0,107.881,86.113,3.557,0.57,0,966.493,0.001,338.819,0.522
3.06,0,107.88,86.113,3.557,0.57,0,966.078,0.001,338.805,0.521
3.08,0,107.878,86.113,3.556,0.57,0,965.665,0.001,338.791,0.519
3.1,0,107.877,86.113,3.556,0.57,0,965.253,0.001,338.777,0.518
3.12,0,107.875,86.113,3.556,0.57,0,964.841,0.001,338.763,0.517
3.14,0,107.874,86.113,3.556,0.57,0,964.431,0.001,338.749,0.516
3.16,0,107.873,86.113,3.555,0.57,0,964.021,0.001,338.736,0.515
3.18,0,107.871,86.113,3.555,0.57,0,963.612,0.001,338.722,0.514
3.2,0,107.87,86.113,3.555,0.57,0,963.204,0.001,338.708,0.513
3.22,0,107.868,86.113,3.555,0.569,0,962.797,0.001,338.694,0.512
3.24,0,107.867,86.113,3.555,0.569,0,962.391,0.001,338.681,0.511
3.26,0,107.866,86.113,3.554,0.569,0,961.985,0.001,338.667,0.51
3.28,0,107.865,86.113,3.554,0.569,0,961.581,0.001,338.654,0.509
3.3,0,107.863,86.113,3.554,0.569,0,961.177,0.001,338.64,0.508
3.32,0,107.862,86.113,3.554,0.569,0,960.775,0.001,338.626,0.506
3.34,0,107.861,86.113,3.554,0.569,0,960.373,0.001,338.613,0.505
3.36,0,107.859,86.113,3.553,0.569,0,959.972,0.001,338.6,0.504
3.38,0,107.858,86.113,3.553,0.568,0,959.572,0.001,338.586,0.503
3.4,0,107.857,86.113,3.553,0.568,0,959.172,0.001,338.573,0.502
3.42,0,107.855,86.113,3.553,0.568,0,958.774,0.001,338.559,0.501
3.44,0,107.854,86.113,3.552,0.568,0,958.377,0.001,338.546,0.5
3.46,0,107.852,86.113,3.552,0.568,0,957.98,0.001,338.533,0.499
3.48,0,107.851,86.113,3.552,0.568,0,957.584,0.001,338.519,0.498
3.5,0,107.85,86.113,3.552,0.568,0,957.189,0.001,338.506,0.497
3.52,0.001,107.849,86.113,3.552,0.568,0,956.795,0.001,338.493,0.496
3.54,0.001,107.847,86.113,3.551,0.568,0,956.402,0.001,338.48,0.495
3.56,0.001,107.846,86.113,3.551,0.567,0,956.009,0.001,338.466,0.494
3.58,0.001,107.845,86.113,3.551,0.567,0,955.618,0.001,338.453,0.493
3.6,0.001,107.844,86.113,3.551,0.567,0,955.227,0.001,338.44,0.492
3.62,0.001,107.842,86.113,3.551,0.567,0,954.837,0.001,338.427,0.491
3.64,0.001,107.841,86.113,3.55,0.567,0,954.456,0.001,338.414,0.49
3.66,0.001,107.84,86.113,3.55,0.567,0,954.086,0.001,338.401,0.489
3.68,0.001,107.839,86.113,3.55,0.567,0,953.717,0.001,338.388,0.488
3.7,0,107.838,86.113,3.55,0.567,0,953.349,0.001,338.375,0.486
3.72,0,107.837,86.113,3.55,0.567,0,952.981,0.001,338.362,0.485
3.74,0,107.836,86.113,3.549,0.566,0,952.614,0.001,338.349,0.484
3.76,0,107.835,86.113,3.549,0.566,0,952.249,0.001,338.336,0.483
3.78,0,107.834,86.113,3.549,0.566,0,951.883,0.001,338.323,0.482
3.8,0,107.833,86.113,3.549,0.566,0,951.519,0.001,338.31,0.481
3.82,0,107.831,86.113,3.549,0.566,0,951.156,0.001,338.298,0.48
3.84,0,107.83,86.113,3.549,0.566,0,950.793,0.001,338.285,0.479
3.86,0,107.829,86.113,3.548,0.566,0,950.431,0.001,338.272,0.478
3.88,0,107.828,86.113,3.548,0.566,0,950.07,0.001,338.259,0.477
3.9,0,107.827,86.113,3.548,0.566,0,949.709,0.001,338.247,0.476
3.92,0,107.825,86.113,3.548,0.565,0,949.35,0.001,338.234,0.475
3.94,0,107.824,86.113,3.548,0.565,0,948.991,0.001,338.221,0.474
3.96,0.001,107.823,86.113,3.547,0.565,0,948.633,0.001,338.209,0.473
3.98,0.001,107.822,86.113,3.547,0.565,0,948.276,0.001,338.196,0.472
4,0.001,107.82,86.113,3.547,0.565,0,947.919,0.001,338.184,0.471
4.02,0.001,107.819,86.113,3.547,0.565,0,947.563,0.001,338.171,0.47
4.04,0.001,107.818,86.113,3.547,0.565,0,947.208,0.001,338.159,0.469
4.06,0.001,107.817,86.113,3.546,0.565,0,946.854,0.001,338.146,0.468
4.08,0.001,107.816,86.113,3.546,0.565,0,946.501,0.001,338.134,0.467
4.1,0.001,107.815,86.113,3.546,0.565,0,946.148,0.001,338.121,0.466
4.12,0.001,107.814,86.113,3.546,0.564,0,945.796,0.001,338.109,0.465
4.14,0.001,107.813,86.113,3.546,0.564,0,945.445,0.001,338.096,0.464
4.16,0.001,107.812,86.113,3.546,0.564,0,945.095,0.001,338.084,0.463
4.18,0.001,107.811,86.113,3.545,0.564,0,944.745,0.001,338.072,0.462
4.2,0.001,107.81,86.113,3.545,0.564,0,944.396,0.001,338.059,0.461
4.22,0,107.809,86.113,3.545,0.564,0,944.048,0.001,338.047,0.46
4.24,0,107.808,86.113,3.545,0.564,0,943.7,0.001,338.035,0.459
4.26,0,107.807,86.113,3.545,0.564,0,943.354,0.001,338.023,0.458
4.28,0,107.806,86.113,3.545,0.564,0,943.008,0.001,338.01,0.457
4.3,0,107.805,86.113,3.544,0.564,0,942.663,0.001,337.998,0.457
4.32,0,107.804,86.113,3.544,0.563,0,942.318,0.001,337.986,0.456
4.34,0,107.803,86.113,3.544,0.563,0,941.975,0.001,337.974,0.455
4.36,0,107.802,86.113,3.544,0.563,0,941.632,0.001,337.962,0.454
4.38,0,107.801,86.113,3.544,0.563,0,941.289,0.001,337.95,0.453
4.4,0.001,107.799,86.113,3.544,0.563,0,940.948,0.001,337.938,0.452
4.42,0.001,107.798,86.113,3.543,0.563,0,940.607,0.001,337.926,0.451
4.44,0.001,107.797,86.113,3.543,0.563,0,940.267,0.001,337.914,0.45
4.46,0.001,107.796,86.113,3.543,0.563,0,939.928,0.001,337.902,0.449
4.48,0.001,107.795,86.113,3.543,0.563,0,939.59,0.001,337.89,0.448
4.5,0.001,107.794,86.113,3.543,0.563,0,939.252,0.001,337.878,0.447
4.52,0.001,107.793,86.113,3.542,0.562,0,938.915,0.001,337.866,0.446
4.54,0.001,107.792,86.113,3.542,0.562,0,938.578,0.001,337.854,0.445
4.56,0.001,107.791,86.113,3.542,0.562,0,938.243,0.001,337.842,0.444
4.58,0.001,107.79,86.113,3.542,0.562,0,937.908,0.001,337.831,0.443
4.6,0.001,107.789,86.113,3.542,0.562,0,937.574,0.001,337.819,0.442
4.62,0.001,107.788,86.113,3.542,0.562,0,937.24,0.001,337.807,0.441
4.64,0.001,107.787,86.113,3.542,0.562,0,936.908,0.001,337.795,0.44
4.66,0.001,107.786,86.113,3.541,0.562,0,936.576,0.001,337.784,0.439
4.68,0.001,107.785,86.113,3.541,0.562,0,936.244,0.001,337.772,0.438
4.7,0.001,107.785,86.113,3.541,0.562,0,935.914,0.001,337.76,0.437
4.72,0,107.784,86.113,3.541,0.562,0,935.584,0.001,337.749,0.437
4.74,0,107.783,86.113,3.541,0.561,0,935.255,0.001,337.737,0.436
4.76,0,107.782,86.113,3.541,0.561,0,934.927,0.001,337.725,0.435
4.78,0,107.782,86.113,3.541,0.561,0,934.599,0.001,337.714,0.434
4.8,0,107.781,86.113,3.54,0.561,0,934.272,0.001,337.702,0.433
4.82,0,107.78,86.113,3.54,0.561,0,933.946,0.001,337.691,0.432
4.84,0,107.779,86.113,3.54,0.561,0,933.62,0.001,337.679,0.431
4.86,0,107.778,86.113,3.54,0.561,0,933.295,0.001,337.668,0.43
4.88,0,107.777,86.113,3.54,0.561,0,932.971,0.001,337.657,0.429
4.9,0,107.775,86.113,3.54,0.561,0,932.648,0.001,337.645,0.428
4.92,0.001,107.774,86.113,3.539,0.561,0,932.325,0.001,337.634,0.427
4.94,0.001,107.773,86.113,3.539,0.561,0,932.003,0.001,337.622,0.426
4.96,0.001,107.772,86.113,3.539,0.561,0,931.682,0.001,337.611,0.425
4.98,0.001,107.771,86.113,3.539,0.56,0,931.361,0.001,337.6,0.425
5,0.001,107.77,86.113,3.539,0.56,0,931.041,0.001,337.589,0.424
5.02,0.001,107.769,86.113,3.539,0.56,0,930.722,0.001,337.577,0.423
5.04,0.001,107.768,86.113,3.538,0.56,0,930.403,0.001,337.566,0.422
5.06,0.001,107.767,86.113,3.538,0.56,0,930.086,0.001,337.555,0.421
5.08,0.001,107.767,86.113,3.538,0.56,0,929.768,0.001,337.544,0.42
5.1,0.001,107.766,86.113,3.538,0.56,0,929.452,0.001,337.532,0.419
5.12,0.001,107.765,86.113,3.538,0.56,0,929.136,0.001,337.521,0.418
5.14,0.001,107.764,86.113,3.538,0.56,0,928.821,0.001,337.51,0.417
5.16,0.001,107.763,86.113,3.538,0.56,0,928.507,0.001,337.499,0.416
5.18,0.001,107.763,86.113,3.538,0.56,0,928.193,0.001,337.488,0.416
